Id,Label,timeset,modularity_class,time_score_stamp,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality
332,knowledge_management,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 4]; [2011.0, 1]; [2012.0, 1]>",15,7,22,4,0.401899,0.430446,0.000002,0.04477
545,social_crm,<[2010.0]>,5,"<[2010.0, 1]>",4,2,6,4,0.462766,0.481801,0,0.013925
179,domain_registrar,"<[2010.0, 2012.0]>",5,"<[2010.0, 3]; [2012.0, 4]>",8,15,23,4,0.466597,0.487696,0.00002,0.008464
617,virtual_workforce,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 1]; [2011.0, 2]; [2012.0, 3]>",22,0,22,0,0,0,0,0.118416
45,bakery,"<[2010.0, 2012.0]>",4,"<[2010.0, 1]; [2012.0, 2]>",0,9,9,5,0.432363,0.455512,0,0
91,cloud_data_services,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 14]; [2011.0, 19]; [2012.0, 26]>",13,85,98,4,0.52381,0.569287,0.000181,0.006481
282,health_insurance,"<[2010.0, 2011.0, 2012.0]>",2,"<[2010.0, 9]; [2011.0, 6]; [2012.0, 11]>",14,21,35,4,0.464578,0.495601,0.000057,0.025117
444,photo_editing,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 1]; [2011.0, 4]; [2012.0, 5]>",21,11,32,4,0.446746,0.486755,0.000039,0.078969
527,shipping,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 3]; [2011.0, 5]; [2012.0, 8]>",37,6,43,5,0.421296,0.462821,0.000051,0.163928
466,product_management,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 2]; [2011.0, 6]; [2012.0, 8]>",22,7,29,4,0.436111,0.468153,0.000005,0.081264
482,quality_assurance,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 2]; [2011.0, 6]; [2012.0, 5]>",23,4,27,5,0.422442,0.451432,0.000027,0.085116
358,loyalty_programs,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 2]; [2011.0, 4]; [2012.0, 4]>",19,16,35,4,0.459854,0.492725,0.000025,0.034849
569,task_management,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 1]; [2011.0, 7]; [2012.0, 9]>",41,2,43,4,0.428571,0.484127,0.000007,0.220887
613,virtual_currency,<[2011.0]>,3,"<[2011.0, 1]>",12,0,12,0,0,0,0,0.055224
230,field-programmable_gate_array_(fpga),"<[2011.0, 2012.0]>",5,"<[2011.0, 3]; [2012.0, 1]>",4,8,12,4,0.453964,0.473944,0,0.007819
529,shoes,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 4]; [2011.0, 7]; [2012.0, 1]>",14,5,19,5,0.390558,0.428022,0.000004,0.076411
511,sales_automation,"<[2011.0, 2012.0]>",5,"<[2011.0, 1]; [2012.0, 3]>",12,2,14,4,0.415323,0.444984,0.000003,0.060655
63,browser_extensions,"<[2010.0, 2012.0]>",3,"<[2010.0, 1]; [2012.0, 2]>",5,17,22,4,0.442202,0.469053,0.00001,0.002104
327,isp,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 1]; [2011.0, 3]; [2012.0, 1]>",10,13,23,4,0.476106,0.49969,0.000009,0.022247
644,women's,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 5]; [2011.0, 4]; [2012.0, 2]>",30,0,30,0,0,0,0,0.169361
248,forestry,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 3]; [2011.0, 4]; [2012.0, 1]>",9,9,18,4,0.419974,0.446138,0.000037,0.009268
609,video_editing,<[2011.0]>,3,"<[2011.0, 1]>",16,2,18,2,0.6,0.666667,0,0.075515
431,paper_manufacturing,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 11]; [2011.0, 9]; [2012.0, 13]>",22,7,29,5,0.417127,0.452208,0.000066,0.064227
139,coworking,<[2012.0]>,3,"<[2012.0, 1]>",1,3,4,4,0.425562,0.44582,0,0.000298
237,financial_exchanges,"<[2010.0, 2011.0, 2012.0]>",1,"<[2010.0, 5]; [2011.0, 6]; [2012.0, 4]>",10,20,30,4,0.475091,0.5,0.000011,0.016526
292,horticulture,"<[2011.0, 2012.0]>",0,"<[2011.0, 2]; [2012.0, 1]>",4,2,6,4,0.415765,0.436803,0.000546,0.006292
25,app_marketing,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 2]; [2011.0, 9]; [2012.0, 4]>",6,43,49,4,0.478332,0.510114,0.000052,0.002001
561,sporting_goods,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 7]; [2011.0, 10]; [2012.0, 9]>",35,8,43,6,0.426471,0.500575,0.00007,0.155591
50,billing,"<[2010.0, 2011.0, 2012.0]>",1,"<[2010.0, 4]; [2011.0, 4]; [2012.0, 3]>",3,33,36,4,0.479464,0.506828,0.000012,0.001195
23,animal_feed,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 1]; [2011.0, 7]; [2012.0, 5]>",2,21,23,4,0.461737,0.486344,0.000202,0.000608
565,subscription_service,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 2]; [2011.0, 1]; [2012.0, 7]>",31,7,38,5,0.444444,0.510256,0.000019,0.130416
391,multi-level_marketing,"<[2011.0, 2012.0]>",3,"<[2011.0, 1]; [2012.0, 1]>",4,4,8,4,0.427152,0.45478,0,0.008556
642,wired_telecommunications,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 3]; [2011.0, 2]; [2012.0, 1]>",15,1,16,1,1,1,0,0.141402
208,energy_storage,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 4]; [2011.0, 3]; [2012.0, 2]>",9,13,22,4,0.455249,0.478358,0.000055,0.009843
588,translation_service,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 3]; [2011.0, 2]; [2012.0, 1]>",25,0,25,0,0,0,0,0.174841
35,association,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 8]; [2011.0, 10]; [2012.0, 8]>",2,61,63,5,0.49871,0.535402,0.000117,0.00082
310,industrial_design,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 2]; [2011.0, 3]; [2012.0, 2]>",13,9,22,3,0.46408,0.483488,0.000013,0.021763
53,biomass_energy,<[2012.0]>,0,"<[2012.0, 1]>",0,5,5,5,0.359643,0.378626,0,0
273,green_consumer_goods,<[2012.0]>,4,"<[2012.0, 1]>",1,2,3,4,0.357323,0.374264,0,0.002788
215,esports,"<[2010.0, 2012.0]>",3,"<[2010.0, 1]; [2012.0, 2]>",5,9,14,5,0.448148,0.473003,0.000004,0.005788
600,vacation_rental,"<[2011.0, 2012.0]>",4,"<[2011.0, 1]; [2012.0, 1]>",9,0,9,0,0,0,0,0.08214
231,field_support,<[2010.0]>,0,"<[2010.0, 1]>",0,3,3,4,0.374713,0.394939,0,0
319,insurtech,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 2]; [2011.0, 3]; [2012.0, 1]>",11,5,16,5,0.371505,0.402808,0.000017,0.03731
180,drm,<[2010.0]>,3,"<[2010.0, 1]>",2,4,6,5,0.423573,0.448696,0,0.001468
272,graphic_design,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 4]; [2011.0, 3]; [2012.0, 3]>",14,17,31,3,0.482963,0.505624,0.000034,0.02134
14,affiliate_marketing,"<[2011.0, 2012.0]>",3,"<[2011.0, 1]; [2012.0, 2]>",2,10,12,5,0.401381,0.426291,0.000001,0.000759
181,drones,<[2012.0]>,5,"<[2012.0, 2]>",1,9,10,4,0.431156,0.454351,0.000001,0.001403
355,local_shopping,<[2011.0]>,4,"<[2011.0, 1]>",3,3,6,5,0.410256,0.437109,0,0.008113
516,secondary_education,<[2011.0]>,1,"<[2011.0, 3]>",4,0,4,0,0,0,0,0.00383
5,ad_retargeting,"<[2010.0, 2012.0]>",3,"<[2010.0, 2]; [2012.0, 3]>",1,26,27,5,0.460955,0.487171,0.000005,0.000275
342,legal_tech,"<[2011.0, 2012.0]>",5,"<[2011.0, 4]; [2012.0, 1]>",20,4,24,4,0.409756,0.434193,0.000008,0.037318
100,collectibles,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 4]; [2011.0, 2]; [2012.0, 2]>",4,13,17,4,0.461469,0.481336,0.000019,0.001558
262,genetics,"<[2010.0, 2011.0, 2012.0]>",2,"<[2010.0, 15]; [2011.0, 8]; [2012.0, 15]>",13,20,33,3,0.49169,0.513146,0.000095,0.014302
474,property_insurance,"<[2010.0, 2011.0, 2012.0]>",1,"<[2010.0, 4]; [2011.0, 10]; [2012.0, 7]>",27,6,33,5,0.405172,0.438771,0.000016,0.083842
267,golf,"<[2010.0, 2012.0]>",4,"<[2010.0, 1]; [2012.0, 2]>",0,11,11,3,0.480952,0.4989,0,0
18,alternative_medicine,"<[2010.0, 2011.0, 2012.0]>",2,"<[2010.0, 1]; [2011.0, 4]; [2012.0, 3]>",0,16,16,4,0.4304,0.456475,0,0
606,video_advertising,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 1]; [2011.0, 2]; [2012.0, 2]>",23,2,25,3,0.423077,0.5,0.000116,0.12816
3,ad_exchange,<[2012.0]>,3,"<[2012.0, 1]>",0,5,5,5,0.401721,0.422625,0,0
51,biofuel,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 4]; [2011.0, 1]; [2012.0, 1]>",1,16,17,4,0.441975,0.46648,0.000003,0.000275
498,reservations,<[2010.0]>,4,"<[2010.0, 2]>",4,4,8,5,0.4,0.429744,0,0.013268
381,mineral,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 8]; [2011.0, 9]; [2012.0, 18]>",14,14,28,5,0.418651,0.46643,0.000028,0.030282
584,trade_shows,"<[2010.0, 2011.0]>",3,"<[2010.0, 2]; [2011.0, 2]>",14,0,14,0,0,0,0,0.075054
628,wearables,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 4]; [2011.0, 2]; [2012.0, 2]>",26,1,27,3,0.5,0.555556,0.000006,0.136682
123,consumer_research,<[2010.0]>,5,"<[2010.0, 2]>",1,6,7,3,0.458993,0.476489,0,0.000523
438,performing_arts,<[2012.0]>,0,"<[2012.0, 1]>",2,0,2,0,0,0,0,0.015016
607,video_chat,"<[2010.0, 2011.0]>",3,"<[2010.0, 1]; [2011.0, 2]>",10,0,10,0,0,0,0,0.107759
83,children,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 1]; [2011.0, 3]; [2012.0, 2]>",1,26,27,4,0.466247,0.492921,0.000047,0.000579
457,presentations,"<[2010.0, 2011.0]>",3,"<[2010.0, 1]; [2011.0, 1]>",9,2,11,4,0.461078,0.481602,0,0.029473
159,dating,"<[2011.0, 2012.0]>",3,"<[2011.0, 1]; [2012.0, 1]>",2,10,12,5,0.427059,0.456015,0,0.00084
596,unified_communications,<[2010.0]>,3,"<[2010.0, 1]>",3,2,5,3,0.5,0.595238,0,0.03077
383,mining_technology,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 10]; [2011.0, 18]; [2012.0, 22]>",19,9,28,4,0.417373,0.4522,0.000027,0.05415
572,teenagers,<[2012.0]>,5,"<[2012.0, 1]>",3,1,4,3,0.5,0.555556,0,0.014082
0,3d_printing,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 9]; [2011.0, 8]; [2012.0, 16]>",0,54,54,4,0.480094,0.516531,0,0
256,funding_platform,<[2010.0]>,1,"<[2010.0, 1]>",3,2,5,4,0.359954,0.374866,0,0.00845
286,home_decor,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 1]; [2011.0, 11]; [2012.0, 19]>",22,31,53,4,0.491971,0.52547,0.000296,0.03625
304,in-flight_entertainment,<[2011.0]>,3,"<[2011.0, 1]>",0,3,3,4,0.372855,0.396095,0,0
38,augmented_reality,<[2012.0]>,3,"<[2012.0, 3]>",3,18,21,5,0.44,0.469228,0.000004,0.001114
105,commercial_lending,"<[2010.0, 2011.0]>",5,"<[2010.0, 1]; [2011.0, 1]>",2,6,8,4,0.449291,0.468042,0.000001,0.001075
186,ebooks,"<[2010.0, 2011.0, 2012.0]>",1,"<[2010.0, 2]; [2011.0, 2]; [2012.0, 1]>",3,15,18,4,0.447777,0.473441,0.000013,0.005269
176,diy,"<[2010.0, 2012.0]>",4,"<[2010.0, 1]; [2012.0, 1]>",1,5,6,4,0.434402,0.453766,0,0.000535
161,debt_collections,"<[2010.0, 2011.0, 2012.0]>",1,"<[2010.0, 2]; [2011.0, 1]; [2012.0, 3]>",7,8,15,4,0.440937,0.462279,0.000007,0.007255
559,space_travel,"<[2011.0, 2012.0]>",0,"<[2011.0, 2]; [2012.0, 2]>",11,0,11,0,0,0,0,0.084635
252,freight_service,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 5]; [2011.0, 12]; [2012.0, 9]>",7,14,21,4,0.477745,0.499224,0.000013,0.008167
336,laundry_and_dry-cleaning,<[2011.0]>,0,"<[2011.0, 2]>",2,6,8,4,0.381085,0.406934,0.000002,0.004312
601,vending_and_concessions,"<[2010.0, 2011.0]>",4,"<[2010.0, 3]; [2011.0, 4]>",13,0,13,0,0,0,0,0.075011
449,playstation,<[2012.0]>,3,"<[2012.0, 1]>",2,4,6,4,0.463855,0.492424,0,0.004269
297,human_computer_interaction,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 3]; [2011.0, 1]; [2012.0, 2]>",4,7,11,3,0.452991,0.472746,0,0.007256
225,farmers_market,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 2]; [2011.0, 1]; [2012.0, 2]>",4,8,12,5,0.428879,0.454397,0.000227,0.004646
233,film,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 12]; [2011.0, 7]; [2012.0, 5]>",17,32,49,4,0.490025,0.52078,0.00039,0.022258
160,debit_cards,<[2011.0]>,1,"<[2011.0, 3]>",2,8,10,4,0.443013,0.46346,0,0.001759
500,resorts,"<[2010.0, 2012.0]>",4,"<[2010.0, 2]; [2012.0, 7]>",12,5,17,5,0.375451,0.416186,0.000584,0.052022
73,car_sharing,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 1]; [2011.0, 1]; [2012.0, 5]>",1,16,17,4,0.436681,0.4665,0.000076,0.000579
47,battery,"<[2010.0, 2012.0]>",0,"<[2010.0, 4]; [2012.0, 3]>",2,17,19,4,0.414634,0.444497,0.000006,0.000893
151,cycling,"<[2011.0, 2012.0]>",3,"<[2011.0, 3]; [2012.0, 3]>",1,9,10,5,0.435824,0.458498,0,0.000387
634,webos,<[2012.0]>,5,"<[2012.0, 2]>",20,0,20,0,0,0,0,0.097468
432,parenting,"<[2010.0, 2011.0]>",3,"<[2010.0, 1]; [2011.0, 1]>",4,5,9,4,0.380697,0.410798,0.000001,0.014924
195,electronic_health_record_(ehr),"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 2]; [2011.0, 1]; [2012.0, 2]>",3,9,12,4,0.456806,0.477316,0,0.003371
219,eyewear,"<[2010.0, 2011.0, 2012.0]>",2,"<[2010.0, 4]; [2011.0, 5]; [2012.0, 7]>",5,10,15,4,0.440529,0.464583,0.000008,0.00773
412,nutraceutical,"<[2010.0, 2011.0]>",2,"<[2010.0, 1]; [2011.0, 1]>",2,2,4,6,0.347594,0.367607,0,0.002931
533,skiing,<[2012.0]>,4,"<[2012.0, 1]>",3,0,3,0,0,0,0,0.006289
9,adventure_travel,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 1]; [2011.0, 1]; [2012.0, 2]>",0,12,12,5,0.396857,0.42379,0,0
377,men's,"<[2010.0, 2012.0]>",4,"<[2010.0, 1]; [2012.0, 2]>",6,8,14,5,0.369803,0.417357,0.000003,0.010148
141,creative_agency,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 2]; [2011.0, 3]; [2012.0, 3]>",6,12,18,5,0.439614,0.463993,0.000008,0.005302
407,nightclubs,"<[2011.0, 2012.0]>",4,"<[2011.0, 1]; [2012.0, 1]>",5,2,7,5,0.340517,0.361392,0,0.018617
531,shopping_mall,"<[2010.0, 2011.0]>",4,"<[2010.0, 1]; [2011.0, 1]>",10,1,11,4,0.452941,0.470779,0,0.055862
251,freemium,"<[2011.0, 2012.0]>",3,"<[2011.0, 2]; [2012.0, 1]>",1,5,6,5,0.419653,0.444536,0,0.001153
615,virtual_goods,<[2011.0]>,3,"<[2011.0, 1]>",7,0,7,0,0,0,0,0.045553
350,linux,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 2]; [2011.0, 1]; [2012.0, 1]>",7,7,14,4,0.436433,0.462319,0.000002,0.014692
135,cosmetic_surgery,<[2010.0]>,2,"<[2010.0, 1]>",1,4,5,4,0.460422,0.475406,0,0.000608
257,funerals,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 7]; [2011.0, 7]; [2012.0, 8]>",4,3,7,4,0.442244,0.460821,0.000005,0.006233
28,aquaculture,"<[2011.0, 2012.0]>",0,"<[2011.0, 1]; [2012.0, 1]>",0,4,4,4,0.41691,0.437257,0,0
544,social_bookmarking,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 2]; [2011.0, 2]; [2012.0, 1]>",21,6,27,4,0.47561,0.509615,0.000013,0.107537
450,podcast,"<[2010.0, 2011.0]>",3,"<[2010.0, 1]; [2011.0, 1]>",3,4,7,4,0.457143,0.479818,0,0.016985
575,text_analytics,<[2012.0]>,5,"<[2012.0, 2]>",8,1,9,4,0.396226,0.440476,0,0.034751
140,craft_beer,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 1]; [2011.0, 3]; [2012.0, 1]>",4,8,12,4,0.416949,0.441734,0.000008,0.001515
489,recreational_vehicles,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 3]; [2011.0, 1]; [2012.0, 1]>",7,1,8,3,0.5,0.583333,0,0.021387
541,sns,<[2010.0]>,3,"<[2010.0, 1]>",3,1,4,5,0.379913,0.405556,0,0.009985
224,fantasy_sports,"<[2010.0, 2012.0]>",3,"<[2010.0, 2]; [2012.0, 2]>",3,13,16,4,0.412896,0.442922,0.000002,0.002213
528,shipping_broker,"<[2011.0, 2012.0]>",1,"<[2011.0, 3]; [2012.0, 6]>",7,3,10,4,0.405063,0.463542,0.000006,0.035779
645,wood_processing,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 2]; [2011.0, 2]; [2012.0, 1]>",5,0,5,0,0,0,0,0.019082
520,semantic_web,<[2010.0]>,3,"<[2010.0, 1]>",3,3,6,4,0.445946,0.473064,0,0.016636
44,baby,"<[2011.0, 2012.0]>",4,"<[2011.0, 2]; [2012.0, 1]>",0,6,6,4,0.433981,0.454139,0,0
255,fuel_cell,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 1]; [2011.0, 2]; [2012.0, 1]>",6,7,13,4,0.444142,0.466002,0.000026,0.008412
417,online_forums,<[2011.0]>,3,"<[2011.0, 2]>",3,3,6,5,0.372152,0.402381,0.000004,0.011433
459,primary_education,"<[2011.0, 2012.0]>",1,"<[2011.0, 2]; [2012.0, 1]>",5,2,7,4,0.407407,0.465909,0.000105,0.011082
580,tobacco,"<[2011.0, 2012.0]>",4,"<[2011.0, 1]; [2012.0, 4]>",11,0,11,0,0,0,0,0.022993
641,winery,<[2012.0]>,4,"<[2012.0, 1]>",2,0,2,0,0,0,0,0.007752
16,agtech,"<[2010.0, 2011.0]>",2,"<[2010.0, 1]; [2011.0, 1]>",1,10,11,5,0.402393,0.432311,0,0.000313
506,ride_sharing,<[2012.0]>,4,"<[2012.0, 2]>",5,2,7,4,0.426667,0.466146,0,0.013536
202,emerging_markets,<[2010.0]>,0,"<[2010.0, 1]>",1,4,5,5,0.354027,0.381201,0,0.000956
423,organic,<[2012.0]>,2,"<[2012.0, 1]>",4,0,4,0,0,0,0,0.01177
333,landscaping,<[2011.0]>,0,"<[2011.0, 1]>",1,1,2,4,0.414861,0.434701,0,0.000481
390,motion_capture,<[2012.0]>,3,"<[2012.0, 1]>",3,2,5,5,0.383871,0.409944,0,0.011989
19,amusement_park_and_arcade,"<[2010.0, 2012.0]>",4,"<[2010.0, 1]; [2012.0, 2]>",0,5,5,4,0.368682,0.388217,0,0
178,document_preparation,<[2012.0]>,5,"<[2012.0, 2]>",6,5,11,4,0.419125,0.440534,0,0.005279
168,diabetes,"<[2010.0, 2012.0]>",2,"<[2010.0, 2]; [2012.0, 1]>",1,7,8,4,0.443456,0.464422,0,0.000608
392,museums_and_historical_sites,<[2012.0]>,4,"<[2012.0, 1]>",0,2,2,4,0.365591,0.409314,0,0
524,serious_games,<[2010.0]>,5,"<[2010.0, 1]>",2,3,5,4,0.461078,0.485931,0,0.004421
78,celebrity,<[2011.0]>,3,"<[2011.0, 1]>",0,11,11,5,0.399203,0.435695,0,0
425,outdoor_advertising,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 1]; [2011.0, 3]; [2012.0, 2]>",9,2,11,5,0.342404,0.366336,0,0.028479
526,sharing_economy,"<[2011.0, 2012.0]>",4,"<[2011.0, 1]; [2012.0, 1]>",9,2,11,4,0.455621,0.477273,0.000001,0.035095
306,independent_music,"<[2011.0, 2012.0]>",3,"<[2011.0, 1]; [2012.0, 1]>",2,4,6,4,0.406528,0.430049,0,0.002798
433,parking,<[2010.0]>,1,"<[2010.0, 1]>",8,3,11,4,0.400955,0.427083,0,0.033894
243,flowers,<[2011.0]>,4,"<[2011.0, 4]>",1,3,4,5,0.386117,0.406695,0,0.003089
229,fertility,<[2011.0]>,0,"<[2011.0, 1]>",3,2,5,4,0.436482,0.454602,0,0.001508
122,consumer_lending,<[2010.0]>,1,"<[2010.0, 1]>",1,5,6,4,0.412317,0.433966,0,0.001785
463,private_social_networking,<[2010.0]>,3,"<[2010.0, 1]>",2,2,4,5,0.390135,0.419923,0,0.007827
266,gift_exchange,<[2011.0]>,3,"<[2011.0, 1]>",3,1,4,5,0.4,0.421484,0,0.005137
427,outpatient_care,<[2012.0]>,2,"<[2012.0, 1]>",3,0,3,0,0,0,0,0.007689
639,windows,<[2012.0]>,0,"<[2012.0, 1]>",7,0,7,0,0,0,0,0.038225
278,handmade,<[2012.0]>,0,"<[2012.0, 1]>",3,1,4,4,0.414861,0.434701,0,0.001715
476,psychology,<[2011.0]>,1,"<[2011.0, 1]>",2,1,3,5,0.338542,0.355,0,0.01413
453,ports_and_harbors,<[2010.0]>,0,"<[2010.0, 1]>",1,0,1,0,0,0,0,0.002141
